source	default_branch	stars	license	readme_status	word_count	line_count	families	evidence_terms
ShenAC-SAC/AdaHarness	main	0	MIT	ok	641	216	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	model|status|lock|retry|verifier|trace|prompt|credential|tool|task|Install|ci|project|eval|query
smithg09/arcgentic	main	0	NOASSERTION	ok	756	123	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,harness_taxonomy_curation	Claude|environment|session|autonomous|Learn|credential|search|spec|workflow|install|ci|topic
dunkeln/signals	mucho	0	NOASSERTION	ok	547	92	isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	sandbox|status|coordination|QA|event|context|tool|spec|workflow|install|ci|project|Fixture
bigwaveml/bigwave	main	0	Apache-2.0	ok	1758	330	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|adapter|sandbox|status|lock|loop|Evaluate|token|knowledge|egress|tool|delta|workflow|Install|CI|rules|eval|query
0xenzyme/agent-harness	main	0	MIT	ok	2272	385	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Codex|worktree|preview|thread|loop|reviewer|event|prompt|credential|Plugin|plan|state|marketplace|ci|project|eval
farhan0167/minimal-agent	main	0	NOASSERTION	ok	1897	383	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	List|provider|environment|session|Message|loop|Token|prompt|policy|tool|Spec|state|Install|ci|project
nqtiendat/harness-agent-framework	main	0	NOASSERTION	ok	432	98	runtime_capability_matrix,isolated_sandbox_runner,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|sandbox|trace|skill|safe|plugin|plan|install|pull request|Project|eval
lumatic2/askewly-harness	master	0	MIT	ok	581	93	runtime_capability_matrix,session_command_center,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Claude|session|judge|skill|lint|tool|plan|workflow|package|CI|AGENTS.md
354685856-sn/354685856-sn	main	0	NOASSERTION	ok	397	55	agent_catalog_watch,runtime_capability_matrix,session_command_center,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Claude|TUI|Token|learn|security|tool|workflow|ci|template|eval|harness engineering
zhangyi-nb1/localflow	main	0	NOASSERTION	ok	6523	1090	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	catalog|model|Docker|preview|lock|loop|benchmark|trace|context|Policy|tool|Plan|PHASE|package|ci|Project|eval
assimovt/harness-from-scratch	main	0	MIT	ok	199	51	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,observability_provenance,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|model|status|loop|trace|permission|tool|Task|state|install|feedback|project
arsham/rivet	master	0	Apache-2.0	ok	946	164	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|environment|terminal|loop|telemetry|skill|permission|tool|task|workflow|package|ci|project|eval
